NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지,대지위치_표제부,도로명대지위치_표제부,매칭단계
769,서울특별시 용산구 문배동,집합,46197,백범로90다길,준주거,제2종근린생활,25m미만,38.64, ,"45,200",1.0,법인,개인,202512,26,,2007.0,-,중개거래,서울 은평구,,,매칭실패
770,서울특별시 용산구 용문동,집합,48274,효창원로55길,제2종일반주거,제2종근린생활,8m미만,7.03, ,"34,000",1.0,개인,법인,202512,26,,2025.0,-,중개거래,서울 용산구,,,매칭실패
771,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,제1종근린생활,25m이상,87.95, ,"4,000",,개인,법인,202512,26,,1998.0,-,직거래,-,,,매칭실패
772,서울특별시 강남구 논현동,집합,205-8,봉은사로,제3종일반주거,숙박,25m이상,30.03, ,"20,000",3.0,개인,개인,202512,26,,2003.0,-,중개거래,서울 강남구,,,매칭실패
773,서울특별시 용산구 청파동1가,집합,1-156,청파로71가길,제2종일반주거,제2종근린생활,8m미만,19.5, ,"42,000",2.0,개인,개인,202512,26,,2007.0,20260117,중개거래,서울 용산구,,,매칭실패
774,서울특별시 구로구 구로동,집합,1258,경인로53길,준공업,판매,25m이상,20.16, ,"12,500",,개인,개인,202512,26,,,-,중개거래,"서울 구로구, 서울 도봉구",,,매칭실패
775,서울특별시 구로구 구로동,집합,46106,새말로,일반상업,판매,25m이상,10.41, ,"4,950",,개인,개인,202512,26,,2007.0,-,직거래,-,,,매칭실패
776,서울특별시 구로구 구로동,집합,685-70,구일로4길,준공업,판매,25m미만,55.25, ,"27,500",2.0,개인,개인,202512,26,,1989.0,-,중개거래,서울 구로구,,,매칭실패
777,서울특별시 구로구 구로동,집합,1258,경인로53길,준공업,판매,25m이상,18.71, ,"11,000",,개인,개인,202512,26,,,-,중개거래,"서울 구로구, 서울 도봉구",,,매칭실패
778,서울특별시 용산구 남영동,일반,2*,한강대로,제2종일반주거,제1종근린생활,25m이상,34.92,28.68,"150,000",,법인,법인,202512,26,지분,1969.0,-,중개거래,서울 용산구,,,매칭실패
779,서울특별시 용산구 남영동,일반,3*,한강대로84길,제2종일반주거,제1종근린생활,8m미만,22.14,23.2,"100,000",,개인,법인,202512,26,지분,1961.0,-,중개거래,서울 용산구,,,매칭실패
780,서울특별시 용산구 남영동,일반,3*,한강대로84길,제2종일반주거,제1종근린생활,8m미만,22.14,23.2,"100,000",,개인,법인,202512,26,지분,1961.0,-,중개거래,서울 용산구,,,매칭실패
781,서울특별시 구로구 신도림동,집합,400-1,신도림로,준공업,업무,25m이상,38.68, ,"16,000",5.0,개인,개인,202512,26,,2002.0,-,중개거래,서울 구로구,,,매칭실패
782,서울특별시 중구 순화동,집합,151,칠패로,일반상업,숙박,25m이상,32.06, ,"23,000",,법인,개인,202512,26,,2007.0,-,중개거래,서울 중구,,,매칭실패
783,서울특별시 중구 황학동,집합,2545,청계천로,일반상업,판매,25m이상,8.45, ,"5,039",10.0,개인,개인,202512,26,,2008.0,-,직거래,-,,,매칭실패
784,서울특별시 강남구 역삼동,집합,837-36,강남대로,일반상업,업무,25m이상,45.04, ,"50,000",7.0,개인,개인,202512,26,,2004.0,-,중개거래,서울 강남구,,,매칭실패
785,서울특별시 강서구 마곡동,집합,798-4,마곡서로,준주거,제1종근린생활,25m미만,62.23, ,"90,000",2.0,법인,개인,202512,26,,2019.0,-,직거래,-,,,매칭실패
786,서울특별시 강남구 개포동,집합,46094,개포로,일반상업,업무,25m이상,32.39, ,"28,500",4.0,개인,개인,202512,26,,1997.0,-,중개거래,서울 강남구,,,매칭실패
787,서울특별시 마포구 합정동,집합,448-3,희우정로7길,제2종일반주거,제2종근린생활,12m미만,74.19, ,"50,000",4.0,개인,법인,202512,26,,2006.0,-,직거래,-,,,매칭실패
788,서울특별시 마포구 마포동,집합,136-1,마포대로,준주거,업무,25m이상,37.17, ,"30,300",,개인,개인,202512,26,,1987.0,-,중개거래,서울 마포구,,,매칭실패
789,서울특별시 중구 충무로4가,집합,334,창경궁로1길,일반상업,숙박,12m미만,36.02, ,"33,300",9.0,법인,법인,202512,26,,2021.0,20260126,중개거래,"경기 하남시, 서울 중구",,,매칭실패
790,서울특별시 중구 충무로4가,집합,334,창경궁로1길,일반상업,숙박,12m미만,36.02, ,"33,400",3.0,개인,법인,202512,26,,2021.0,-,중개거래,"경기 하남시, 서울 중구",,,매칭실패
791,서울특별시 중구 충무로4가,집합,334,창경궁로1길,일반상업,숙박,12m미만,36.02, ,"35,000",15.0,법인,법인,202512,26,,2021.0,-,중개거래,"경기 하남시, 서울 중구",,,매칭실패
792,서울특별시 중구 충무로4가,집합,334,창경궁로1길,일반상업,숙박,12m미만,36.02, ,"33,500",14.0,개인,법인,202512,26,,2021.0,-,중개거래,"경기 하남시, 서울 중구",,,매칭실패
793,서울특별시 중구 충무로4가,집합,334,창경궁로1길,일반상업,숙박,12m미만,21.23, ,"22,000",9.0,법인,법인,202512,26,,2021.0,-,중개거래,"경기 하남시, 서울 중구",,,매칭실패
794,서울특별시 중구 충무로4가,집합,334,창경궁로1길,일반상업,숙박,12m미만,29.05, ,"31,900",12.0,법인,법인,202512,26,,2021.0,-,중개거래,"경기 하남시, 서울 중구",,,매칭실패
795,서울특별시 중구 충무로4가,집합,334,창경궁로1길,일반상업,숙박,12m미만,36.02, ,"34,000",13.0,개인,법인,202512,26,,2021.0,-,중개거래,"경기 하남시, 서울 중구",,,매칭실패
796,서울특별시 중구 충무로4가,집합,334,창경궁로1길,일반상업,숙박,12m미만,25.14, ,"23,500",6.0,개인,법인,202512,26,,2021.0,-,중개거래,"경기 하남시, 서울 중구",,,매칭실패
797,서울특별시 중구 충무로4가,집합,334,창경궁로1길,일반상업,숙박,12m미만,29.05, ,"31,500",13.0,개인,법인,202512,26,,2021.0,-,중개거래,"경기 하남시, 서울 중구",,,매칭실패
798,서울특별시 중구 충무로4가,집합,334,창경궁로1길,일반상업,숙박,12m미만,29.05, ,"31,900",12.0,개인,법인,202512,26,,2021.0,-,중개거래,"경기 하남시, 서울 중구",,,매칭실패
799,서울특별시 중구 명동2가,일반,9*,남대문로,중심상업,제1종근린생활,8m미만,201.34,79,"230,000",,개인,개인,202512,26,,,-,중개거래,서울 중구,,,매칭실패
800,서울특별시 성북구 정릉동,일반,서울특별시 성북구 정릉동 293-3번지,서울특별시 성북구 보국문로 104 (정릉동),제1종일반주거,제2종근린생활,25m미만,328.2,350,"193,000",,법인,개인,202512,26,,1984.0,-,중개거래,서울 성북구,서울특별시 성북구 정릉동 293-3번지,서울특별시 성북구 보국문로 104 (정릉동),2단계: 건축년도+연면적
801,서울특별시 도봉구 쌍문동,일반,6**,해등로,준주거,제2종근린생활,25m미만,46.32,18.63,"11,000",,개인,개인,202512,26,지분,1991.0,-,직거래,-,,,매칭실패
802,서울특별시 종로구 창신동,일반,5**,종로,일반상업,제1종근린생활,25m이상,24.55,38.9,"208,000",,법인,개인,202512,26,,,-,중개거래,서울 강남구,,,매칭실패
803,서울특별시 노원구 중계동,집합,360-9,한글비석로,준주거,업무,25m이상,27.85, ,"17,250",,개인,개인,202512,26,,2000.0,-,중개거래,서울 노원구,,,매칭실패
804,서울특별시 중구 신당동,집합,217-96,,일반상업,제1종근린생활,25m이상,6.61, ,"30,000",,개인,개인,202512,25,지분,,-,중개거래,서울 중구,,,매칭실패
805,서울특별시 구로구 신도림동,일반,서울특별시 구로구 신도림동 439-17번지,서울특별시 구로구 경인로62길 5 (신도림동),준주거,제2종근린생활,8m미만,78.02,218,"330,000",,법인,개인,202512,25,,1967.0,20260108,중개거래,서울 구로구,서울특별시 구로구 신도림동 439-17번지,서울특별시 구로구 경인로62길 5 (신도림동),2단계: 건축년도+연면적
806,서울특별시 은평구 역촌동,집합,24139,연서로3길,제2종일반주거,제1종근린생활,8m미만,75.02, ,"24,300",5.0,개인,개인,202512,25,,2001.0,-,중개거래,서울 은평구,,,매칭실패
807,서울특별시 구로구 신도림동,일반,4**,경인로62길,준주거,제2종근린생활,8m미만,78.02,218,"330,000",,법인,개인,202512,25,,,-,중개거래,서울 구로구,,,매칭실패
808,서울특별시 구로구 고척동,집합,27395,중앙로1길,준공업,판매,12m미만,10.54, ,"1,800",1.0,개인,법인,202512,25,,1998.0,-,직거래,-,,,매칭실패
809,서울특별시 서초구 서초동,일반,서울특별시 은평구 불광동 367-13번지,서울특별시 은평구 연서로33길 7-17 (불광동),제3종일반주거,제2종근린생활,25m이상,358.53,151.6,"570,000",,개인,개인,202512,25,,1988.0,-,중개거래,서울 강남구,서울특별시 은평구 불광동 367-13번지,서울특별시 은평구 연서로33길 7-17 (불광동),3단계: 오차범위±10%
810,서울특별시 송파구 문정동,집합,1,문정로,제3종일반주거,제2종근린생활,25m미만,112.11, ,"44,800",3.0,개인,개인,202512,25,,,-,중개거래,서울 송파구,,,매칭실패
811,서울특별시 영등포구 여의도동,집합,52628,여의대방로67길,일반상업,업무,25m미만,79.96, ,"64,700",,개인,개인,202512,24,,,-,중개거래,서울 영등포구,,,매칭실패
812,서울특별시 영등포구 문래동3가,집합,55-16,문래로,준공업,판매,25m이상,6.95, ,"9,800",,법인,개인,202512,24,,2007.0,-,직거래,-,,,매칭실패
813,서울특별시 강동구 천호동,일반,서울특별시 강동구 천호동 40-21번지,서울특별시 강동구 양재대로127길 45-8 (천호동),제2종일반주거,제2종근린생활,8m미만,658.45,359.8,"260,000",,법인,법인,202512,24,,1975.0,-,중개거래,서울 강남구,서울특별시 강동구 천호동 40-21번지,서울특별시 강동구 양재대로127길 45-8 (천호동),2단계: 건축년도+연면적
814,서울특별시 영등포구 여의도동,집합,52628,여의대방로67길,일반상업,업무,25m미만,105.06, ,"85,000",,개인,개인,202512,24,,,-,중개거래,서울 영등포구,,,매칭실패
815,서울특별시 서초구 반포동,집합,46041,신반포로,일반상업,제2종근린생활,25m이상,4.1, ,"15,000",,개인,개인,202512,24,지분,,-,중개거래,서울 서초구,,,매칭실패
816,서울특별시 강남구 삼성동,집합,33-17,봉은사로55길,제2종일반주거,제2종근린생활,8m미만,31.63, ,"17,000",,법인,개인,202512,24,지분,2004.0,-,직거래,-,,,매칭실패
817,서울특별시 서대문구 홍은동,집합,324-3,가좌로2안길,제2종일반주거,제1종근린생활,8m미만,30.93, ,"11,630",1.0,법인,개인,202512,24,,2002.0,-,직거래,-,,,매칭실패
818,서울특별시 강남구 역삼동,일반,서울특별시 강남구 역삼동 696-40번지,서울특별시 강남구 선릉로 519 (역삼동),제3종일반주거,업무,25m이상,1590.1,592.6,"3,736,758",,법인,법인,202512,24,,1984.0,-,중개거래,서울 서초구,서울특별시 강남구 역삼동 696-40번지,서울특별시 강남구 선릉로 519 (역삼동),1단계: 정확매칭
819,서울특별시 양천구 신정동,집합,1182-11,중앙로,준주거,제1종근린생활,25m이상,57.63, ,"40,000",,개인,개인,202512,24,,1992.0,-,중개거래,"서울 도봉구, 서울 양천구",,,매칭실패
820,서울특별시 중구 저동2가,일반,서울특별시 중구 저동2가 46-18번지,서울특별시 중구 수표로10길 5-14 (저동2가),일반상업,제2종근린생활,-,76.04,16.01,"20,000",,법인,개인,202512,24,,1997.0,-,중개거래,서울 중구,서울특별시 중구 저동2가 46-18번지,서울특별시 중구 수표로10길 5-14 (저동2가),2단계: 건축년도+연면적
821,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"18,000",3.0,개인,법인,202512,24,,1987.0,-,직거래,-,,,매칭실패
822,서울특별시 중구 신당동,일반,3**,다산로33다길,제3종일반주거,제2종근린생활,8m미만,113.75,100,"180,000",,개인,개인,202512,24,,,-,중개거래,서울 중구,,,매칭실패
823,서울특별시 구로구 구로동,집합,636-62,경인로54길,준공업,업무,25m이상,17.1, ,"5,000",,개인,개인,202512,24,,,-,중개거래,서울 구로구,,,매칭실패
824,서울특별시 노원구 중계동,일반,5**,동일로203가길,일반상업,판매,25m미만,33.32,4.66,"2,400",,법인,개인,202512,24,지분,1991.0,-,직거래,-,,,매칭실패
825,서울특별시 중구 저동2가,일반,서울특별시 중구 저동2가 46-18번지,서울특별시 중구 수표로10길 5-14 (저동2가),일반상업,제2종근린생활,-,76.04,16.01,"20,000",,법인,개인,202512,24,,1997.0,20260121,중개거래,서울 중구,서울특별시 중구 저동2가 46-18번지,서울특별시 중구 수표로10길 5-14 (저동2가),2단계: 건축년도+연면적
826,서울특별시 용산구 한강로3가,집합,98,서빙고로,일반상업,판매,25m이상,57.12, ,"78,500",20.0,개인,개인,202512,24,,2020.0,-,중개거래,서울 용산구,,,매칭실패
827,서울특별시 중구 을지로6가,집합,21-31,을지로,일반상업,판매,25m이상,5.96, ,"2,000",,개인,개인,202512,24,,2007.0,-,직거래,-,,,매칭실패
828,서울특별시 양천구 신정동,집합,992-1,오목로,준주거,교육연구,25m미만,37.44, ,"23,100",3.0,개인,개인,202512,24,지분,1996.0,-,직거래,-,,,매칭실패
829,서울특별시 강서구 공항동,집합,46239,방화대로19길,제3종일반주거,제2종근린생활,25m이상,78.05, ,"93,667",1.0,법인,법인,202512,24,,2024.0,-,중개거래,서울 서초구,,,매칭실패
830,서울특별시 양천구 신정동,집합,1182-11,중앙로,준주거,제1종근린생활,25m이상,58.87, ,"40,000",,개인,개인,202512,24,,1992.0,-,중개거래,"서울 도봉구, 서울 양천구",,,매칭실패
831,서울특별시 양천구 신정동,집합,992-1,오목로,준주거,교육연구,25m미만,37.44, ,"16,900",3.0,개인,개인,202512,24,지분,1996.0,-,직거래,-,,,매칭실패
832,서울특별시 강남구 대치동,집합,서울특별시 강서구 방화동 607-136번지,서울특별시 강서구 방화동로12가길 16 (방화동),제3종일반주거,제1종근린생활,25m이상,5.46, ,"9,800",,법인,개인,202512,24,,1983.0,-,직거래,-,서울특별시 강서구 방화동 607-136번지,서울특별시 강서구 방화동로12가길 16 (방화동),2단계: 건축년도+연면적
833,서울특별시 성동구 성수동1가,일반,서울특별시 성동구 성수동1가 16-8번지,서울특별시 성동구 성수일로 47 (성수동1가),준공업,제2종근린생활,25m미만,890.53,683,"3,435,000",,법인,개인,202512,24,,1964.0,-,중개거래,"서울 강남구, 서울 성동구",서울특별시 성동구 성수동1가 16-8번지,서울특별시 성동구 성수일로 47 (성수동1가),1단계: 정확매칭
834,서울특별시 종로구 동숭동,일반,서울특별시 종로구 동숭동 1-85번지,서울특별시 종로구 대학로12길 43 (동숭동),제3종일반주거,제2종근린생활,12m미만,437.11,408.2,"1,000,000",,법인,법인,202512,24,,1977.0,-,중개거래,서울 강남구,서울특별시 종로구 동숭동 1-85번지,서울특별시 종로구 대학로12길 43 (동숭동),1단계: 정확매칭
835,서울특별시 중구 인현동2가,집합,192-30,마른내로,일반상업,제2종근린생활,25m미만,100.96, ,"52,000",,개인,개인,202512,24,,1968.0,-,중개거래,서울 중구,,,매칭실패
836,서울특별시 마포구 공덕동,집합,467,마포대로,일반상업,판매,25m이상,33.66, ,"76,400",,개인,법인,202512,24,,2009.0,-,중개거래,서울 마포구,,,매칭실패
837,서울특별시 광진구 화양동,일반,서울특별시 광진구 화양동 18-11번지,서울특별시 광진구 광나루로14길 5 (화양동),일반상업,숙박,8m미만,1047.54,330.6,"764,000",,법인,개인,202512,24,,1984.0,-,중개거래,서울 종로구,서울특별시 광진구 화양동 18-11번지,서울특별시 광진구 광나루로14길 5 (화양동),2단계: 건축년도+연면적
838,서울특별시 성북구 안암동1가,일반,서울특별시 마포구 아현동 346-1번지,서울특별시 마포구 신촌로 246-2 (아현동),제2종일반주거,제1종근린생활,12m미만,146.35,49.85,"27,000",,개인,개인,202512,24,지분,1992.0,-,직거래,-,서울특별시 마포구 아현동 346-1번지,서울특별시 마포구 신촌로 246-2 (아현동),3단계: 오차범위±10%
839,서울특별시 동대문구 전농동,집합,295-431,전농로15길,근린상업,판매,8m미만,20.96, ,"29,000",,개인,개인,202512,24,,1969.0,-,중개거래,서울 동대문구,,,매칭실패
840,서울특별시 종로구 관수동,집합,46066,수표로,일반상업,업무,25m미만,196.5, ,"394,500",10.0,법인,법인,202512,23,,2023.0,-,직거래,-,,,매칭실패
